1,false,0,4,-26.801816412366406
1,false,0,5,16.673097445872664
1,false,0,6,10.950594433566591
1,false,0,7,11.613558543046588
1,false,1,4,-20.477023282362794
1,false,1,5,6.337931736646078
1,false,1,6,6.719843545306885
1,false,1,7,-5.59847017517001
1,false,2,4,44.059923645602396
1,false,2,5,14.560137588731887
1,false,2,6,3.9681200144329503
1,false,2,7,0.33291736859959875
1,false,3,4,25.453009623240415
1,false,3,5,5.713632478089218
1,false,3,6,1.606610059096166
1,false,3,7,38.024746002432614
1,true,0.20721636133815802,4,-167.1270262479012
1,true,0.8963605988142658,5,-167.1270262479012
1,true,0.4087923529311618,6,-167.1270262479012
1,true,0.7273026450514702,7,-167.1270262479012
2,false,4,8,9.471079672456861
2,false,4,9,13.559212014578753
2,false,4,10,-7.50291447644683
2,false,5,8,8.342664312979254
2,false,5,9,-6.217519841802149
2,false,5,10,4.692723378088184
2,false,6,8,-6.075877977440268
2,false,6,9,0.7035407209402271
2,false,6,10,7.775919085916644
2,false,7,8,-0.13406593276700818
2,false,7,9,3.9435015030286507
2,false,7,10,-12.964988843413364
2,true,0.9400510591748891,8,2.7478124888349456
2,true,0.010994666935095432,9,2.7478124888349456
2,true,0.6952245445036276,10,2.7478124888349456
3,false,8,11,-13.326507690469947
3,false,8,12,8.915272828319424
3,false,8,13,5.486831568214109
3,false,9,11,1.531091002063809
3,false,9,12,-9.448665409091474
3,false,9,13,9.266961691938176
3,false,10,11,9.346954953481886
3,false,10,12,5.7113579383036495
3,false,10,13,-5.964136787597378
3,true,0.32602831959660683,11,-10.379432729532684
3,true,0.6234185471450425,12,-10.379432729532684
3,true,0.7224458648642929,13,-10.379432729532684
